Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Won,75,runs,Away,Dhaka,07-12-2012,Dec,2012,Dec-12,1,West Indies,Bangladesh
Lost,2,wickets,Away,Dhaka,08-12-2012,Dec,2012,Dec-12,1,West Indies,Bangladesh
Lost,9,wickets,Away,Perth,01-02-2013,Feb,2013,Feb-13,1,West Indies,Australia
Lost,54,runs,Away,Perth,03-02-2013,Feb,2013,Feb-13,1,West Indies,Australia
Lost,39,runs,Away,Canberra,06-02-2013,Feb,2013,Feb-13,1,West Indies,Australia
Lost,5,wickets,Away,Sydney,08-02-2013,Feb,2013,Feb-13,1,West Indies,Australia
Lost,17,runs,Away,Melbourne,10-02-2013,Feb,2013,Feb-13,1,West Indies,Australia
Won,156,runs,Home,St George's,22-02-2013,Feb,2013,Feb-13,1,West Indies,WestIndies
Won,7,wickets,Home,St George's,24-02-2013,Feb,2013,Feb-13,1,West Indies,WestIndies
Won,5,wickets,Home,St George's,26-02-2013,Feb,2013,Feb-13,1,West Indies,WestIndies
Won,2,wickets,Away,The Oval,07-06-2013,Jun,2013,Jun-13,1,West Indies,Pakistan
Lost,8,wickets,Away,The Oval,11-06-2013,Jun,2013,Jun-13,1,West Indies,India
Won,6,wickets,Home,Kingston,28-06-2013,Jun,2013,Jun-13,1,West Indies,WestIndies
Won,1,wickets,Home,Kingston,30-06-2013,Jun,2013,Jun-13,1,West Indies,WestIndies
Lost,102,runs,Home,Port of Spain,05-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Lost,39,runs,Home,Port of Spain,07-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Lost,126,runs,Home,Providence,14-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Won,37,runs,Home,Providence,16-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Lost,6,wickets,Home,Gros Islet,21-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Lost,4,wickets,Home,Gros Islet,24-07-2013,Jul,2013,Jul-13,1,West Indies,WestIndies
Lost,6,wickets,Away,Kochi,21-11-2013,Nov,2013,Nov-13,1,West Indies,India
Won,2,wickets,Away,Visakhapatnam,24-11-2013,Nov,2013,Nov-13,1,West Indies,India
Lost,5,wickets,Away,Kanpur,27-11-2013,Nov,2013,Nov-13,1,West Indies,India
Won,2,wickets,Away,Auckland,26-12-2013,Dec,2013,Dec-13,1,West Indies,NewZealand
Lost,159,runs,Away,Queenstown,01-01-2014,Jan,2014,Jan-14,1,West Indies,NewZealand
Lost,58,runs,Away,Nelson,04-01-2014,Jan,2014,Jan-14,1,West Indies,NewZealand
Won,203,runs,Away,Hamilton,08-01-2014,Jan,2014,Jan-14,1,West Indies,NewZealand
Won,4,wickets,Home,Kingston,23-02-2014,Feb,2014,Feb-14,1,West Indies,WestIndies
Won,15,runs,Home,North Sound,28-02-2014,Feb,2014,Feb-14,1,West Indies,WestIndies
Lost,3,wickets,Home,North Sound,02-03-2014,Mar,2014,Mar-14,1,West Indies,WestIndies
Lost,25,runs,Home,North Sound,05-03-2014,Mar,2014,Mar-14,1,West Indies,WestIndies
Won,3,wickets,Home,St George's,20-08-2014,Aug,2014,Aug-14,1,West Indies,WestIndies
Won,177,runs,Home,St George's,22-08-2014,Aug,2014,Aug-14,1,West Indies,WestIndies
Won,91,runs,Home,Basseterre,25-08-2014,Aug,2014,Aug-14,1,West Indies,WestIndies
Won,124,runs,Away,Kochi,08-10-2014,Oct,2014,Oct-14,1,West Indies,India
Lost,48,runs,Away,Delhi,11-10-2014,Oct,2014,Oct-14,1,West Indies,India
Lost,59,runs,Away,Dharamsala,17-10-2014,Oct,2014,Oct-14,1,West Indies,India
Lost,61,runs,Away,Durban,16-01-2015,Jan,2015,Jan-15,1,West Indies,SouthAfrica
Lost,148,runs,Away,Johannesburg,18-01-2015,Jan,2015,Jan-15,1,West Indies,SouthAfrica
Lost,9,wickets,Away,East London,21-01-2015,Jan,2015,Jan-15,1,West Indies,SouthAfrica
Won,1,wickets,Away,Port Elizabeth,25-01-2015,Jan,2015,Jan-15,1,West Indies,SouthAfrica
Lost,131,runs,Away,Centurion,28-01-2015,Jan,2015,Jan-15,1,West Indies,SouthAfrica
Lost,4,wickets,Away,Nelson,16-02-2015,Feb,2015,Feb-15,1,West Indies,Ireland
Won,150,runs,Away,Christchurch,21-02-2015,Feb,2015,Feb-15,1,West Indies,Pakistan
Won,73,runs,Home,Canberra,24-02-2015,Feb,2015,Feb-15,1,West Indies,WestIndies
Lost,257,runs,Away,Sydney,27-02-2015,Feb,2015,Feb-15,1,West Indies,SouthAfrica
Lost,4,wickets,Away,Perth,06-03-2015,Mar,2015,Mar-15,1,West Indies,India
Won,6,wickets,Away,Napier,15-03-2015,Mar,2015,Mar-15,1,West Indies,U.A.E.
Lost,143,runs,Away,Wellington,21-03-2015,Mar,2015,Mar-15,1,West Indies,NewZealand
Lost,1,wickets,Away,Colombo (RPS),01-11-2015,Nov,2015,Nov-15,1,West Indies,SriLanka
Lost,8,wickets,Away,Colombo (RPS),04-11-2015,Nov,2015,Nov-15,1,West Indies,SriLanka
Lost,19,runs,Away,Pallekele,07-11-2015,Nov,2015,Nov-15,1,West Indies,SriLanka
Won,4,wickets,Home,Providence,03-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Lost,6,wickets,Home,Providence,05-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Won,4,wickets,Home,Basseterre,13-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Lost,139,runs,Home,Basseterre,15-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Lost,6,wickets,Home,Bridgetown,21-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Won,100,runs,Home,Bridgetown,24-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Lost,58,runs,Home,Bridgetown,26-06-2016,Jun,2016,Jun-16,1,West Indies,WestIndies
Lost,111,runs,Away,Sharjah,30-09-2016,Sep,2016,Sep-16,1,West Indies,Pakistan
Lost,59,runs,Away,Sharjah,02-10-2016,Oct,2016,Oct-16,1,West Indies,Pakistan
Lost,136,runs,Away,Abu Dhabi,05-10-2016,Oct,2016,Oct-16,1,West Indies,Pakistan
Won,62,runs,Away,Harare,16-11-2016,Nov,2016,Nov-16,1,West Indies,SriLanka
Lost,1,runs,Away,Bulawayo,23-11-2016,Nov,2016,Nov-16,1,West Indies,SriLanka
Lost,5,runs,Away,Bulawayo,25-11-2016,Nov,2016,Nov-16,1,West Indies,Zimbabwe
Lost,45,runs,Home,North Sound,03-03-2017,Mar,2017,Mar-17,1,West Indies,WestIndies
Lost,4,wickets,Home,North Sound,05-03-2017,Mar,2017,Mar-17,1,West Indies,WestIndies
Lost,186,runs,Home,Bridgetown,09-03-2017,Mar,2017,Mar-17,1,West Indies,WestIndies
Won,4,wickets,Home,Providence,07-04-2017,Apr,2017,Apr-17,1,West Indies,WestIndies
Lost,74,runs,Home,Providence,09-04-2017,Apr,2017,Apr-17,1,West Indies,WestIndies
Lost,6,wickets,Home,Providence,11-04-2017,Apr,2017,Apr-17,1,West Indies,WestIndies
Lost,63,runs,Home,Gros Islet,09-06-2017,Jun,2017,Jun-17,1,West Indies,WestIndies
Won,4,wickets,Home,Gros Islet,11-06-2017,Jun,2017,Jun-17,1,West Indies,WestIndies
Lost,105,runs,Home,Port of Spain,25-06-2017,Jun,2017,Jun-17,1,West Indies,WestIndies
Lost,93,runs,Home,North Sound,30-06-2017,Jun,2017,Jun-17,1,West Indies,WestIndies
Won,11,runs,Home,North Sound,02-07-2017,Jul,2017,Jul-17,1,West Indies,WestIndies
Lost,8,wickets,Home,Kingston,06-07-2017,Jul,2017,Jul-17,1,West Indies,WestIndies
Lost,7,wickets,Away,Manchester,19-09-2017,Sep,2017,Sep-17,1,West Indies,England
Lost,124,runs,Away,Bristol,24-09-2017,Sep,2017,Sep-17,1,West Indies,England
Lost,6,runs,Away,The Oval,27-09-2017,Sep,2017,Sep-17,1,West Indies,England
Lost,9,wickets,Away,Southampton,29-09-2017,Sep,2017,Sep-17,1,West Indies,England
Lost,5,wickets,Away,Whangarei,20-12-2017,Dec,2017,Dec-17,1,West Indies,NewZealand
Lost,204,runs,Away,Christchurch,23-12-2017,Dec,2017,Dec-17,1,West Indies,NewZealand
Lost,66,runs,Away,Christchurch,26-12-2017,Dec,2017,Dec-17,1,West Indies,NewZealand
Won,60,runs,Away,Harare,06-03-2018,Mar,2018,Mar-18,1,West Indies,U.A.E.
Won,6,wickets,Away,Harare,08-03-2018,Mar,2018,Mar-18,1,West Indies,P.N.G.
Won,52,runs,Away,Harare,10-03-2018,Mar,2018,Mar-18,1,West Indies,Ireland
Lost,3,wickets,Away,Harare,15-03-2018,Mar,2018,Mar-18,1,West Indies,Afghanistan
Won,4,wickets,Away,Harare,19-03-2018,Mar,2018,Mar-18,1,West Indies,Zimbabwe
Won,5,runs,Away,Harare,21-03-2018,Mar,2018,Mar-18,1,West Indies,Scotland
Lost,7,wickets,Away,Harare,25-03-2018,Mar,2018,Mar-18,1,West Indies,Afghanistan
Lost,48,runs,Home,Providence,22-07-2018,Jul,2018,Jul-18,1,West Indies,WestIndies
Won,3,runs,Home,Providence,25-07-2018,Jul,2018,Jul-18,1,West Indies,WestIndies
Lost,18,runs,Home,Basseterre,28-07-2018,Jul,2018,Jul-18,1,West Indies,WestIndies
Lost,8,wickets,Away,Guwahati,21-10-2018,Oct,2018,Oct-18,1,West Indies,India
Won,43,runs,Away,Pune,27-10-2018,Oct,2018,Oct-18,1,West Indies,India
Lost,224,runs,Away,Mumbai (BS),29-10-2018,Oct,2018,Oct-18,1,West Indies,India
Lost,9,wickets,Away,Thiruvananthapuram,01-11-2018,Nov,2018,Nov-18,1,West Indies,India
Lost,5,wickets,Away,Dhaka,09-12-2018,Dec,2018,Dec-18,1,West Indies,Bangladesh
Won,4,wickets,Away,Dhaka,11-12-2018,Dec,2018,Dec-18,1,West Indies,Bangladesh
Lost,8,wickets,Away,Sylhet,14-12-2018,Dec,2018,Dec-18,1,West Indies,Bangladesh
Lost,6,wickets,Home,Bridgetown,20-02-2019,Feb,2019,Feb-19,1,West Indies,WestIndies
Won,26,runs,Home,Bridgetown,22-02-2019,Feb,2019,Feb-19,1,West Indies,WestIndies
Lost,29,runs,Home,St George's,27-02-2019,Feb,2019,Feb-19,1,West Indies,WestIndies
Won,7,wickets,Home,Gros Islet,02-03-2019,Mar,2019,Mar-19,1,West Indies,WestIndies
Won,196,runs,Away,Dublin,05-05-2019,May,2019,May-19,1,West Indies,Ireland
Lost,8,wickets,Away,Dublin,07-05-2019,May,2019,May-19,1,West Indies,Bangladesh
Won,5,wickets,Away,Dublin (Malahide),11-05-2019,May,2019,May-19,1,West Indies,Ireland
Lost,5,wickets,Away,Dublin (Malahide),13-05-2019,May,2019,May-19,1,West Indies,Bangladesh
Lost,5,wickets,Away,Dublin (Malahide),17-05-2019,May,2019,May-19,1,West Indies,Bangladesh
Won,7,wickets,Away,Nottingham,31-05-2019,May,2019,May-19,1,West Indies,Pakistan
Lost,15,runs,Away,Nottingham,06-06-2019,Jun,2019,Jun-19,1,West Indies,Australia
Lost,8,wickets,Away,Southampton,14-06-2019,Jun,2019,Jun-19,1,West Indies,England
Lost,7,wickets,Away,Taunton,17-06-2019,Jun,2019,Jun-19,1,West Indies,Bangladesh
Lost,5,runs,Away,Manchester,22-06-2019,Jun,2019,Jun-19,1,West Indies,NewZealand
Lost,125,runs,Away,Manchester,27-06-2019,Jun,2019,Jun-19,1,West Indies,India
Lost,23,runs,Away,Chester-le-Street,01-07-2019,Jul,2019,Jul-19,1,West Indies,SriLanka
Won,23,runs,Away,Leeds,04-07-2019,Jul,2019,Jul-19,1,West Indies,Afghanistan
Lost,59,runs,Home,Port of Spain,11-08-2019,Aug,2019,Aug-19,1,West Indies,WestIndies
Lost,6,wickets,Home,Port of Spain,14-08-2019,Aug,2019,Aug-19,1,West Indies,WestIndies
Won,7,wickets,Away,Lucknow,06-11-2019,Nov,2019,Nov-19,1,West Indies,Afghanistan
Won,47,runs,Away,Lucknow,09-11-2019,Nov,2019,Nov-19,1,West Indies,Afghanistan
Won,5,wickets,Away,Lucknow,11-11-2019,Nov,2019,Nov-19,1,West Indies,Afghanistan
Won,8,wickets,Away,Chennai,15-12-2019,Dec,2019,Dec-19,1,West Indies,India
Lost,107,runs,Away,Visakhapatnam,18-12-2019,Dec,2019,Dec-19,1,West Indies,India
Lost,4,wickets,Away,Cuttack,22-12-2019,Dec,2019,Dec-19,1,West Indies,India
Won,5,wickets,Home,Bridgetown,07-01-2020,Jan,2020,Jan-20,1,West Indies,WestIndies
Won,1,wickets,Home,Bridgetown,09-01-2020,Jan,2020,Jan-20,1,West Indies,WestIndies
Won,5,wickets,Home,St George's,12-01-2020,Jan,2020,Jan-20,1,West Indies,WestIndies
Lost,1,wickets,Away,Colombo (SSC),22-02-2020,Feb,2020,Feb-20,1,West Indies,SriLanka
Lost,161,runs,Away,Hambantota,26-02-2020,Feb,2020,Feb-20,1,West Indies,SriLanka
Lost,6,runs,Away,Pallekele,01-03-2020,Mar,2020,Mar-20,1,West Indies,SriLanka
Lost,70,runs,Home,Taupo,02-01-2001,Jan,2001,Jan-01,1,New Zealand,NewZealand
Won,8,wickets,Home,Wellington,04-01-2001,Jan,2001,Jan-01,1,New Zealand,NewZealand
Lost,1,wickets,Home,Auckland,07-01-2001,Jan,2001,Jan-01,1,New Zealand,NewZealand
Lost,61,runs,Home,Napier,31-01-2001,Jan,2001,Jan-01,1,New Zealand,NewZealand
Lost,3,wickets,Home,Wellington,03-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Lost,9,wickets,Home,Auckland,06-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Lost,3,runs,Home,Hamilton,08-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Won,13,runs,Home,Christchurch,11-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Lost,6,wickets,Home,Auckland,17-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Won,6,wickets,Home,Napier,20-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Lost,28,runs,Home,Wellington,22-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Won,138,runs,Home,Christchurch,25-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Won,4,wickets,Home,Dunedin,28-02-2001,Feb,2001,Feb-01,1,New Zealand,NewZealand
Lost,106,runs,Home,Sharjah,10-04-2001,Apr,2001,Apr-01,1,New Zealand,NewZealand
Lost,8,wickets,Home,Sharjah,12-04-2001,Apr,2001,Apr-01,1,New Zealand,NewZealand
Lost,7,wickets,Home,Sharjah,15-04-2001,Apr,2001,Apr-01,1,New Zealand,NewZealand
Won,79,runs,Home,Sharjah,17-04-2001,Apr,2001,Apr-01,1,New Zealand,NewZealand
Lost,16,runs,Away,Colombo (RPS),18-07-2001,Jul,2001,Jul-01,1,New Zealand,SriLanka
Won,84,runs,Away,Colombo (RPS),20-07-2001,Jul,2001,Jul-01,1,New Zealand,India
Lost,5,wickets,Away,Colombo (RPS),25-07-2001,Jul,2001,Jul-01,1,New Zealand,SriLanka
Won,67,runs,Away,Colombo (RPS),26-07-2001,Jul,2001,Jul-01,1,New Zealand,India
Lost,106,runs,Away,Colombo (SSC),31-07-2001,Jul,2001,Jul-01,1,New Zealand,SriLanka
Lost,7,wickets,Away,Colombo (SSC),02-08-2001,Aug,2001,Aug-01,1,New Zealand,India
Won,23,runs,Away,Melbourne,11-01-2002,Jan,2002,Jan-02,1,New Zealand,Australia
Lost,26,runs,Home,Hobart,15-01-2002,Jan,2002,Jan-02,1,New Zealand,NewZealand
Won,23,runs,Away,Sydney,17-01-2002,Jan,2002,Jan-02,1,New Zealand,Australia
Won,4,wickets,Home,Brisbane,19-01-2002,Jan,2002,Jan-02,1,New Zealand,NewZealand
Won,77,runs,Away,Adelaide,26-01-2002,Jan,2002,Jan-02,1,New Zealand,Australia
Lost,93,runs,Home,Adelaide,27-01-2002,Jan,2002,Jan-02,1,New Zealand,NewZealand
Lost,2,wickets,Away,Melbourne,29-01-2002,Jan,2002,Jan-02,1,New Zealand,Australia
Lost,67,runs,Home,Perth,01-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Lost,8,wickets,Home,Melbourne,06-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Lost,6,wickets,Home,Sydney,08-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Won,4,wickets,Home,Christchurch,13-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Won,155,runs,Home,Wellington,16-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Lost,43,runs,Home,Napier,20-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Lost,33,runs,Home,Auckland,23-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Won,5,wickets,Home,Dunedin,26-02-2002,Feb,2002,Feb-02,1,New Zealand,NewZealand
Won,11,runs,Home,Sharjah,09-04-2002,Apr,2002,Apr-02,1,New Zealand,NewZealand
Lost,51,runs,Home,Sharjah,11-04-2002,Apr,2002,Apr-02,1,New Zealand,NewZealand
Lost,46,runs,Home,Sharjah,14-04-2002,Apr,2002,Apr-02,1,New Zealand,NewZealand
Lost,8,wickets,Home,Sharjah,15-04-2002,Apr,2002,Apr-02,1,New Zealand,NewZealand
Lost,153,runs,Away,Karachi,21-04-2002,Apr,2002,Apr-02,1,New Zealand,Pakistan
Lost,3,wickets,Away,Rawalpindi,24-04-2002,Apr,2002,Apr-02,1,New Zealand,Pakistan
Lost,66,runs,Away,Lahore,27-04-2002,Apr,2002,Apr-02,1,New Zealand,Pakistan
Lost,6,wickets,Away,Gros Islet,08-06-2002,Jun,2002,Jun-02,1,New Zealand,WestIndies
Lost,7,wickets,Away,Gros Islet,09-06-2002,Jun,2002,Jun-02,1,New Zealand,WestIndies
Won,9,runs,Away,Port of Spain,12-06-2002,Jun,2002,Jun-02,1,New Zealand,WestIndies
Lost,4,wickets,Away,Kingstown,16-06-2002,Jun,2002,Jun-02,1,New Zealand,WestIndies
Lost,164,runs,Away,Colombo (SSC),15-09-2002,Sep,2002,Sep-02,1,New Zealand,Australia
Won,167,runs,Away,Colombo (SSC),23-09-2002,Sep,2002,Sep-02,1,New Zealand,Bangladesh
Won,3,wickets,Home,Auckland,26-12-2002,Dec,2002,Dec-02,1,New Zealand,NewZealand
Won,35,runs,Home,Napier,29-12-2002,Dec,2002,Dec-02,1,New Zealand,NewZealand
Won,5,wickets,Home,Christchurch,01-01-2003,Jan,2003,Jan-03,1,New Zealand,NewZealand
Won,7,wickets,Home,Queenstown,04-01-2003,Jan,2003,Jan-03,1,New Zealand,NewZealand
Lost,2,wickets,Home,Wellington,08-01-2003,Jan,2003,Jan-03,1,New Zealand,NewZealand
Lost,1,wickets,Home,Auckland,11-01-2003,Jan,2003,Jan-03,1,New Zealand,NewZealand
Won,6,wickets,Home,Hamilton,14-01-2003,Jan,2003,Jan-03,1,New Zealand,NewZealand
Lost,47,runs,Home,Bloemfontein,10-02-2003,Feb,2003,Feb-03,1,New Zealand,NewZealand
Won,20,runs,Home,Port Elizabeth,13-02-2003,Feb,2003,Feb-03,1,New Zealand,NewZealand
Won,9,wickets,Away,Johannesburg,16-02-2003,Feb,2003,Feb-03,1,New Zealand,SouthAfrica
Won,7,wickets,Away,Kimberley,26-02-2003,Feb,2003,Feb-03,1,New Zealand,Bangladesh
Won,5,wickets,Away,Benoni,03-03-2003,Mar,2003,Mar-03,1,New Zealand,Canada
Won,6,wickets,Home,Bloemfontein,08-03-2003,Mar,2003,Mar-03,1,New Zealand,NewZealand
Lost,96,runs,Away,Port Elizabeth,11-03-2003,Mar,2003,Mar-03,1,New Zealand,Australia
Lost,7,wickets,Away,Centurion,14-03-2003,Mar,2003,Mar-03,1,New Zealand,India
Won,7,wickets,Home,Dambulla,11-05-2003,May,2003,May-03,1,New Zealand,NewZealand
Lost,5,wickets,Away,Dambulla,13-05-2003,May,2003,May-03,1,New Zealand,SriLanka
Won,9,runs,Away,Dambulla,19-05-2003,May,2003,May-03,1,New Zealand,SriLanka
Lost,22,runs,Home,Dambulla,20-05-2003,May,2003,May-03,1,New Zealand,NewZealand
Won,4,wickets,Home,Dambulla,23-05-2003,May,2003,May-03,1,New Zealand,NewZealand
Lost,8,wickets,Away,Faridabad,29-10-2003,Oct,2003,Oct-03,1,New Zealand,Australia
Lost,2,wickets,Away,Pune,03-11-2003,Nov,2003,Nov-03,1,New Zealand,Australia
Won,4,wickets,Away,Cuttack,06-11-2003,Nov,2003,Nov-03,1,New Zealand,India
Lost,44,runs,Away,Guwahati,09-11-2003,Nov,2003,Nov-03,1,New Zealand,Australia
Lost,145,runs,Away,Hyderabad (Deccan),15-11-2003,Nov,2003,Nov-03,1,New Zealand,India
Lost,3,wickets,Away,Lahore,29-11-2003,Nov,2003,Nov-03,1,New Zealand,Pakistan
Lost,124,runs,Away,Lahore,01-12-2003,Dec,2003,Dec-03,1,New Zealand,Pakistan
Lost,51,runs,Away,Faisalabad,03-12-2003,Dec,2003,Dec-03,1,New Zealand,Pakistan
Lost,7,wickets,Away,Rawalpindi,05-12-2003,Dec,2003,Dec-03,1,New Zealand,Pakistan
Lost,49,runs,Away,Rawalpindi,07-12-2003,Dec,2003,Dec-03,1,New Zealand,Pakistan
Won,4,wickets,Home,Auckland,03-01-2004,Jan,2004,Jan-04,1,New Zealand,NewZealand
Lost,6,wickets,Home,Queenstown,07-01-2004,Jan,2004,Jan-04,1,New Zealand,NewZealand
Won,7,wickets,Home,Christchurch,10-01-2004,Jan,2004,Jan-04,1,New Zealand,NewZealand
Won,8,wickets,Home,Napier,14-01-2004,Jan,2004,Jan-04,1,New Zealand,NewZealand
Won,4,runs,Home,Wellington,17-01-2004,Jan,2004,Jan-04,1,New Zealand,NewZealand
Lost,5,wickets,Home,Auckland,13-02-2004,Feb,2004,Feb-04,1,New Zealand,NewZealand
Won,5,wickets,Home,Christchurch,17-02-2004,Feb,2004,Feb-04,1,New Zealand,NewZealand
Won,5,runs,Home,Wellington,20-02-2004,Feb,2004,Feb-04,1,New Zealand,NewZealand
Won,6,wickets,Home,Dunedin,25-02-2004,Feb,2004,Feb-04,1,New Zealand,NewZealand
Won,2,runs,Home,Auckland,29-02-2004,Feb,2004,Feb-04,1,New Zealand,NewZealand
Won,5,wickets,Home,Napier,02-03-2004,Mar,2004,Mar-04,1,New Zealand,NewZealand
Won,7,wickets,Away,Chester-le-Street,29-06-2004,Jun,2004,Jun-04,1,New Zealand,England
Won,5,wickets,Home,Cardiff,03-07-2004,Jul,2004,Jul-04,1,New Zealand,NewZealand
Won,6,wickets,Away,Bristol,04-07-2004,Jul,2004,Jul-04,1,New Zealand,England
Won,107,runs,Home,Lord's,10-07-2004,Jul,2004,Jul-04,1,New Zealand,NewZealand
Won,210,runs,Home,The Oval,10-09-2004,Sep,2004,Sep-04,1,New Zealand,NewZealand
Lost,7,wickets,Away,The Oval,16-09-2004,Sep,2004,Sep-04,1,New Zealand,Australia
Won,138,runs,Away,Chattogram,02-11-2004,Nov,2004,Nov-04,1,New Zealand,Bangladesh
Won,3,wickets,Away,Dhaka,05-11-2004,Nov,2004,Nov-04,1,New Zealand,Bangladesh
Won,83,runs,Away,Dhaka,07-11-2004,Nov,2004,Nov-04,1,New Zealand,Bangladesh
Won,4,wickets,Away,Melbourne (Docklands),05-12-2004,Dec,2004,Dec-04,1,New Zealand,Australia
Lost,17,runs,Away,Sydney,08-12-2004,Dec,2004,Dec-04,1,New Zealand,Australia
Won,7,wickets,Home,Auckland,26-12-2004,Dec,2004,Dec-04,1,New Zealand,NewZealand
Lost,10,runs,Home,Wellington,19-02-2005,Feb,2005,Feb-05,1,New Zealand,NewZealand
Lost,106,runs,Home,Christchurch,22-02-2005,Feb,2005,Feb-05,1,New Zealand,NewZealand
Lost,86,runs,Home,Auckland,26-02-2005,Feb,2005,Feb-05,1,New Zealand,NewZealand
Lost,7,wickets,Home,Wellington,01-03-2005,Mar,2005,Mar-05,1,New Zealand,NewZealand
Lost,122,runs,Home,Napier,05-03-2005,Mar,2005,Mar-05,1,New Zealand,NewZealand
Won,192,runs,Away,Bulawayo,24-08-2005,Aug,2005,Aug-05,1,New Zealand,Zimbabwe
Won,51,runs,Away,Bulawayo,26-08-2005,Aug,2005,Aug-05,1,New Zealand,India
Won,27,runs,Away,Harare,31-08-2005,Aug,2005,Aug-05,1,New Zealand,Zimbabwe
Lost,6,wickets,Away,Harare,02-09-2005,Sep,2005,Sep-05,1,New Zealand,India
Won,6,wickets,Away,Harare,06-09-2005,Sep,2005,Sep-05,1,New Zealand,India
Lost,2,wickets,Away,Bloemfontein,23-10-2005,Oct,2005,Oct-05,1,New Zealand,SouthAfrica
Lost,19,runs,Away,Cape Town,28-10-2005,Oct,2005,Oct-05,1,New Zealand,SouthAfrica
Lost,4,wickets,Away,Port Elizabeth,30-10-2005,Oct,2005,Oct-05,1,New Zealand,SouthAfrica
Lost,5,wickets,Away,Centurion,06-11-2005,Nov,2005,Nov-05,1,New Zealand,SouthAfrica
Lost,147,runs,Home,Auckland,03-12-2005,Dec,2005,Dec-05,1,New Zealand,NewZealand
Lost,2,runs,Home,Wellington,07-12-2005,Dec,2005,Dec-05,1,New Zealand,NewZealand
Won,2,wickets,Home,Christchurch,10-12-2005,Dec,2005,Dec-05,1,New Zealand,NewZealand
